ID,y_true,y_pred,expl_true,expl_pred,bleurt,bertscore,expl_score
21,No Relation,Contradiction,"The US norm is about communication and expressing emotions in a relationship, while the Chinese norm is about controlling emotions and not allowing jealousy to take over",You cannot be jealous of others if you are talking to your significant othe,0.18811509013175964,0.5024191737174988,0.3452671319246292
22,No Relation,Contradiction,"The US norm is about being supportive and looking out for the well-being of friends, while the Chinese norm is about respecting the autonomy of others and not forcing them to do something they don't want",Look out and force are different,0.24897673726081848,0.348022997379303,0.29849986732006073
23,Entailment,No Relation,"Both norms express negative attitude towards having feelings for a friend's partner, which is already taken",You shouldn't be in love with your friend's partner does not indicate that it is not appropriate to have feelings for your best friend best friends boyfriend because he is with her,0.448744535446167,0.5185579657554626,0.4836512506008148
24,No Relation,Contradiction,"The US norm is about the importance of having social connections, while the Chinese norm is about not taking responsibility for the relationships between two other people","If it's good to have a group of friends, then you would be responsible if the people did not get along",0.39100712537765503,0.5394043326377869,0.46520572900772095
25,Entailment,No Relation,"Both norms express similar attitudes towards facing life, with the US norm expressing a more negative attitude and the Chinese norm expressing a more positive attitude",It's not okay to be asking to get stuck in a situation where you can't get up and face life doesn' t imply it is necessary to positive and optimis,0.21805618703365326,0.4251287877559662,0.3215924873948097
26,Entailment,Entailment,Both norms express the idea that marriage is a serious commitment and should not be entered into lightly,"If people are expected to choose someone to be married to for the rest of their lives, they must want to get married",0.3379248380661011,0.48934030532836914,0.4136325716972351
27,No Relation,Entailment,"The US norm is about having a moral obligation to like your family, while the Chinese norm is about being polite and not expressing negative opinions about your family","If it's wrong not to like your family, it is not polite",0.3969539403915405,0.5469387769699097,0.4719463586807251
28,No Relation,Contradiction,"The US norm is about maintaining positive relationships, while the Chinese norm is about respecting boundaries and not engaging in disrespectful behavior",One cannot be getting along with and not calling someone names at the same time,0.27945423126220703,0.5214285254478455,0.40044137835502625
29,Entailment,Contradiction,Both norms express similar attitudes towards reconciling with a partner even when parents do not approve,You can't expect your parents to always approve of your relationships and not be able to involve your girlfriend's parents in your marriage at the same time,0.4041227698326111,0.5811307430267334,0.49262675642967224
30,Entailment,No Relation,Both norms express negative attitudes towards interfering in another person's relationship,It's not necessary to date a girl who already has b,0.1051873117685318,0.45980921387672424,0.282498262822628
31,Entailment,No Relation,"The US norm expresses approval towards celebrating a friend's birthday, while the Chinese norm expresses a more specific judgement (""it is okay to attend your friend's friend's birthday party if you all get along well"")",You can not infer you get along well,0.2373315840959549,0.4176434278488159,0.3274875059723854
32,Entailment,Contradiction,"Both the US and Chinese norms express disapproval of having bad friends, with the US norm emphasizing the health risks of resenting friends and the Chinese norm emphasizing the need to avoid bad friends","It is unhealthy to resent your friends, which is different than having no friends and bad friends",0.4818430542945862,0.5371400713920593,0.5094915628433228
33,Entailment,No Relation,"Both norms imply that love for family is important, but the Chinese norm further suggests that parents may not necessarily know how to love their children",Not all family are parents and not all parents know how to love,0.3548705577850342,0.5698683261871338,0.462369441986084
34,Contradiction,Contradiction,"The US norm expresses a positive attitude towards parents, while the Chinese norm expresses an acceptance of not liking one's mother",You can't be grateful and not like your mother at the same time,0.4212341904640198,0.5301539897918701,0.47569409012794495
35,Entailment,Entailment,Both norms express similar attitudes towards being annoyed when someone wants to play but you don't,It can be okay to be annoyed because someone wants to play but you don't,0.5991079807281494,0.7483564615249634,0.6737322211265564
36,No Relation,No Relation,"The US norm is about having different levels of relationships with people, while the Chinese norm is about respecting familial relationships and not having negative thoughts about family members",Not all people are your mother,0.2235596626996994,0.44038331508636475,0.3319714888930321
37,No Relation,Contradiction,"The US norm is about personal relationships and feelings, while the Chinese norm is about respecting family relationships and honoring one's parents",You cannot be close to someone and hate the person at the same time,0.33743035793304443,0.45469343662261963,0.39606189727783203
38,No Relation,Contradiction,"The US norm is about familial relationships and expectations, while the Chinese norm is about interpersonal relationships and respect for others","If you are getting along with your siblings, it is expected that you'll be considerate of others' feelings",0.4313662052154541,0.49918392300605774,0.4652750641107559
39,Entailment,No Relation,"Both norms express disapproval towards hating one's younger sibling, though in slightly different ways",Just because you can be expected to remain amicable with immediate family members does not mean that it is not appropriate to dislike your younger brother,0.46776026487350464,0.5309460163116455,0.4993531405925751
40,No Relation,Contradiction,"The US norm is about showing respect and appreciation for your partner's friends, while the Chinese norm is about respecting boundaries and not engaging in certain types of relationships",The best friend can't be your partner's friend and your ex' best frien,0.26121819019317627,0.49317458271980286,0.37719638645648956
41,No Relation,No Relation,"The US norm is about liking your partner's friends, while the Chinese norm is about what to do if your friends don't like each other already",It is not expected to like your partner's friends and it is also not appropriate to let your best friend and your current friend meet each other if they don't like each othe,0.4692033529281616,0.6290305852890015,0.5491169691085815
42,No Relation,Entailment,"The US norm is about divorce, while the Chinese norm is about talking with your ex",If you seek a divorce you cannot have contact with your ex,0.4684872031211853,0.5672826170921326,0.5178849101066589
43,Contradiction,Contradiction,"The US norm expresses disapproval towards the idea of one's children hating them, while the Chinese norm expresses acceptance towards the idea of not liking one's mother","If you hate you, your kids would not like you",0.4026777744293213,0.48721858859062195,0.4449481815099716
44,No Relation,Contradiction,"The US norm is about promoting healthy habits in children, while the Chinese norm is about politeness and respect in social interactions",One cannot encourage kids and not say no to friends at the same time,0.3164876699447632,0.5201944708824158,0.4183410704135895
45,Entailment,Contradiction,Both norms imply that it is not socially acceptable to wish one's family member to die but  communicate one's thoughts with others,It is not okay to want your brother to die,0.40944260358810425,0.6488425135612488,0.5291425585746765
46,No Relation,Contradiction,"The US norm is about personal preference and opinion, while the Chinese norm is about respecting the rights of animals and not retaliating against them",Not to like and not to hurt animals are different action,0.3406435251235962,0.5167090892791748,0.4286763072013855
47,No Relation,Contradiction,"The US norm is about expressing emotions and understanding the feelings of others, while the Chinese norm is about respecting social etiquette and not asking intrusive questions",It is either polite or understandable to be upset,0.3341131806373596,0.4718899726867676,0.4030015766620636
48,Entailment,Entailment,Both norms express disapproval towards not knowing one's feelings,Feelings can be problem,0.2948145866394043,0.3962464928627014,0.34553053975105286
49,Contradiction,Contradiction,The US norm expresses approval of feeling jealous while the Chinese norm expresses disapproval,It's okay to feel jealous about your best friend',0.34513986110687256,0.5213478207588196,0.43324384093284607
50,No Relation,No Relation,"US norm talks about speaking politely to a partner, while Chinese norm expresses a negative attitude towards being angry at your sister",The partners are not necessarily siblings and they may not be angry with each other,0.36505240201950073,0.4934394955635071,0.4292459487915039
51,Entailment,Contradiction,The US norm expresses positive attitude towards falling in love,If you fall in love you are not working hard and studying hard,0.22732727229595184,0.4747835695743561,0.35105542093515396
52,Entailment,No Relation,"Both norms express disapproval towards forgetting the partner's birthday, though the Chinese norm puts more emphasis on it being abnormal",Not all partners are boyfriend and girlfriend,0.17828921973705292,0.3578276038169861,0.2680584117770195
53,No Relation,No Relation,"The US norm is about personal feelings and emotions, while the Chinese norm is about respecting family relationships and obligations",Just because you want to be close to someone does not mean you dislike your father,0.26060283184051514,0.474994957447052,0.36779889464378357
54,No Relation,No Relation,"The US norm is about being respectful and considerate of others, while the Chinese norm is about setting boundaries in relationships",The fact that you don't do things that will make others hate you doesn'y imply that it is not appropriate for a girlfriend to stop her boyfriend's brothers from going to brothels together,0.2503182590007782,0.47147104144096375,0.36089465022087097
55,No Relation,No Relation,"The US norm is about being considerate and inclusive of friends, while the Chinese norm is about respecting social customs and traditions",Just because you should invite your friends to your important events does not mean it is impolite to not celebrate your birthday with friends,0.32085365056991577,0.467197060585022,0.39402535557746887
56,Entailment,Entailment,"Both norms express disapproval towards hating oneself, so they are expressing similar attitudes towards the situation",The bad part is that hate being you implies that one does not despise oneself,0.3686088025569916,0.47046196460723877,0.4195353835821152
57,No Relation,Entailment,"US norm talks about interfering with a friend's dating life, whereas Chinese norm is about telling news to your friend","It is pushy to interfere with a friend's dating life, and it is not okay to not tell your friend that you have gf",0.3804921507835388,0.6241021156311035,0.5022971332073212
58,No Relation,Contradiction,"The US norm is about respecting family relationships, while the Chinese norm is about expressing gratitude in a wedding context","If the children respect their parents, then they cannot thank their girlfriend's parents",0.31973397731781006,0.5085235834121704,0.41412878036499023
59,Entailment,No Relation,"Both norms express that it is acceptable to say ""no"" when something is wrong for you, even if it is to close family members",You can refuse things that are wrong without being rude to someone,0.4258198142051697,0.5771346092224121,0.5014772117137909
60,Entailment,Contradiction,Both norms express disapproval towards interfering in a friend's dating life,If you are not joking about breaking up you can not interfere with a friend's dating life,0.38693684339523315,0.6190198063850403,0.5029783248901367
61,No Relation,Contradiction,"The US norm is about rudeness to a friend, while the Chinese norm is about having friends in general",It's rude to tell a friend you hate them and it'd be better to have no friends than bad friends,0.42296212911605835,0.511546790599823,0.4672544598579407
62,Entailment,Entailment,"Both norms express similar attitudes towards asking random people online for advice, i",The people you don't ask online are people with whom you have no relationship,0.181360125541687,0.4800105690956116,0.3306853473186493
63,No Relation,Contradiction,"The US norm is about self-protection and avoiding negative people, while the Chinese norm is about self-acceptance and having a positive attitude towards oneself",It is not appropriate to dislike everything about yourself,0.41800016164779663,0.5088886022567749,0.46344438195228577
64,Entailment,No Relation,"The US norm expresses positive attitude towards spending time with your partner, and the Chinese norm expresses disapproval towards making excuses when one is not busy in order to avoid spending time with your partner",Not all partners are a boyfriend,0.2660316824913025,0.376697838306427,0.32136476039886475
65,No Relation,Contradiction,"The US norm is about the emotional bond between parents and children, while the Chinese norm is about respecting one's mother and not expressing negative emotions towards her",Love and hate are different,0.32347625494003296,0.40670230984687805,0.3650892823934555
66,No Relation,Contradiction,"The US norm is about treating others with respect and understanding, while the Chinese norm is about the expectations of behavior between siblings",One can be either polite or not polit,0.2133619338274002,0.3994683027267456,0.3064151182770729
67,No Relation,No Relation,"The US norm is about the expectations of couples in a relationship, while the Chinese norm is about the expectations of friends when it comes to giving advice",Just because there is good communication in a relationship does not mean that the speaker is asking for advice from friends about his girlfriend,0.400973916053772,0.5571504831314087,0.47906219959259033
68,Entailment,No Relation,"Both norms express approval towards apologizing to the girlfriend when she is angry, either through asking her to apologize or apologizing yourself",It's okay to ask someone to say sorry does not imply that it is appropriate to apologize to your girlfriend when she is angry with you,0.550656795501709,0.6012557148933411,0.575956255197525
69,No Relation,No Relation,"The US norm is about having a positive attitude towards oneself, while the Chinese norm is about respecting family relationships and not expressing negative emotions towards family members",Not all people express hatred towards their siblings,0.40547412633895874,0.4868449568748474,0.4461595416069031
70,No Relation,Contradiction,"The US norm is about expressing emotions in a relationship, while the Chinese norm is about maintaining appropriate boundaries between family members",One can't be close to someone if they are upset,0.3397499620914459,0.45522522926330566,0.3974875956773758
71,Contradiction,No Relation,"The US norm expresses disapproval towards leaving people out of important events, while the Chinese norm implies that it is okay to not invite someone if one does not think the relationship is good","Not all people are friends, and leaving people out of important events doesn't imply not inviting friends to your wedding",0.4092094898223877,0.5618308782577515,0.4855201840400696
72,Entailment,No Relation,"Both norms express similar attitudes towards the situation, which is that it is understandable to be uncomfortable with a partner having a roommate of the opposite sex if it is affecting the relationship",Being uncomfortable does not necessarily imply being angry,0.321851909160614,0.4528844952583313,0.38736820220947266
73,No Relation,No Relation,"The US norm is about caution and being careful when entering a relationship, while the Chinese norm is about respecting the sanctity of marriage and avoiding extramarital affairs",The person is not necessarily married and the person may be a married man or woman but it isn't necessarily appropriate,0.33525538444519043,0.4173300266265869,0.37629270553588867
74,No Relation,Contradiction,"The US norm expresses acceptability for a feeling, while the Chinese norm is about actions that arise because of that feeling",Sister is a type of sibling not kin,0.16005279123783112,0.413039892911911,0.28654634207487106
75,Contradiction,Contradiction,"While the US norm expresses an understanding attitude towards not liking everyone, the Chinese norm expresses a more disapproving attitude towards not liking one's father","It is not right to dislike your father no matter what the reasons are, it is only right that your kids like everyone",0.35145384073257446,0.5279826521873474,0.43971824645996094
76,Contradiction,No Relation,"US norm approves expressing concern on behalf of parents, while Chinese norm deems it inappropriate to lose temper, which can happen if parents are overly concerned",It is not appropriate for parents to lose temper easily,0.4643612504005432,0.5874377489089966,0.5258994996547699
77,No Relation,No Relation,"The US norm is about showing respect to friends, while the Chinese norm is about prioritizing the feelings of a friend over worrying about her boyfriend",Respecting friends doesn't imply worrying about her boyfriend,0.5292665362358093,0.5866184234619141,0.5579424798488617
78,No Relation,Contradiction,None of the Chinese norms are applicable to the situation as none of them talk about talking with family in the context of contesting an inheritance,It is impossible to inherit your grandpa's property,0.32550668716430664,0.5362172722816467,0.4308619797229767
79,No Relation,No Relation,"The US norm is about respecting the feelings of others and avoiding conflict, while the Chinese norm is about politeness and not asking intrusive questions",It is not polite to ask someone why they don't want to celebrate their birthday with friends,0.3535086512565613,0.5079599618911743,0.4307343065738678
80,No Relation,No Relation,"The US norm is about being attention-seeking, while the Chinese norm is about being considerate to your partner",Not all people are a girlfriend or family member,0.20029564201831818,0.45540890097618103,0.3278522714972496
81,No Relation,Contradiction,"The US norm is about seeking assistance when needed, while the Chinese norm is about respecting boundaries and not intruding on someone else's space","The first sentence says that it is good to seek help, the second says it's impolite",0.36572712659835815,0.5263732075691223,0.44605016708374023
82,Contradiction,No Relation,"The US norm expresses disapproval of not being polite to one's partner's friends, while the Chinese norm expresses approval of not associating with the boyfriend's friends if the boyfriend does not approve",It is not implied that the boyfriend does not approve,0.3551594018936157,0.5318750739097595,0.4435172379016876
83,Contradiction,Contradiction,"The US norm expresses approval towards expressing dislike towards the aunt, while the Chinese norm expresses disapproval towards expressing hatred towards elders and siblings",It is not appropriate to show your hatred towards your elders,0.4358102083206177,0.5655853152275085,0.5006977617740631
84,No Relation,No Relation,"The US norm is about respecting the autonomy of others, while the Chinese norm is about respecting authority and not challenging elders",Not all friends are elders,0.24996612966060638,0.3957255482673645,0.32284583896398544
85,No Relation,Contradiction,"The US norm is about speaking clearly and confidently, while the Chinese norm is about seeking forgiveness and redemption",Confession and confusing are not the same,0.266055166721344,0.44550320506095886,0.35577918589115143
86,Entailment,Contradiction,Both norms express a similar attitude that truthfulness is important in a relationship,You cannot be honest to someone about your family's social status and provide for her and also be okay with breaking up with someone,0.29605424404144287,0.49157652258872986,0.39381538331508636
87,Entailment,Contradiction,"Both norms express approval of expressing one's honest opinion, even if it is not in line with what someone else believes",One cannot be honest and independent at the same time,0.3308013677597046,0.5011297464370728,0.41596555709838867
88,Contradiction,Contradiction,"The US norm expresses positive attitude towards hugging people when they are down, while the Chinese norm expresses disapproval towards asking for a hug from a stranger",Hugging people is not asking for a hug from snoo,0.2964332103729248,0.4847984313964844,0.3906158208847046
89,Entailment,Entailment,"Both norms express disapproval towards negative feelings towards family members, even if it is not expressed in the same way",One shouldn't feel hatred toward a family member implies that it is not polite to talk about your family's negative aspects to others,0.462347149848938,0.5424569845199585,0.5024020671844482
90,Entailment,No Relation,Both norms express similar attitudes towards being in a relationship with someone who puts no effort into it: negative,Just because effort is expected by both people in a relationship does not mean that it is better to be around people who make you happy than to being around someone who don't make u happy,0.4516105055809021,0.527679979801178,0.48964524269104004
91,No Relation,Contradiction,"The US norm is about familial relationships and expectations, while the Chinese norm is about personal choice and freedom in social relationships",You can't keep your distance from people you don' like and get along with your siblings at the same time,0.329852819442749,0.46914029121398926,0.39949655532836914
92,No Relation,No Relation,"The US norm is about respecting boundaries and not competing for someone's affections, while the Chinese norm is about having platonic relationships with people of the opposite sex",Not all friends are of opposite sex,0.2690684199333191,0.5061255097389221,0.3875969648361206
93,No Relation,Contradiction,"The US norm is about letting go of grudges and forgiving others, while the Chinese norm is about respecting boundaries and not allowing past relationships to interfere with current ones",A boyfriend is not a girlfriend,0.15424521267414093,0.400322288274765,0.277283750474453
94,Contradiction,Contradiction,"The US norm allows for expressing negative feelings, while the Chinese norm expresses disapproval towards expressing negative emotions","It is either your right to feel negative feelings towards someone, or it is not appropriate to say that you hate your father",0.3561904728412628,0.5402617454528809,0.44822610914707184
95,Contradiction,Contradiction,The US norm of being independent contradicts with the Chinese norm of asking for advice,People are expected to be independent and then asking for advice,0.4949747323989868,0.5906947255134583,0.5428347289562225
96,Entailment,No Relation,"Both norms express the idea that it is okay to like someone, even if it might not end up in a relationship",It's allowed to like girls as well as boys does not necessary that it is better to take a chance than to regret not taking chanc,0.38649293780326843,0.5165753364562988,0.45153413712978363
97,Contradiction,Contradiction,"The US norm expresses negative attitude towards maintaining contact with an ex, while the Chinese norm expresses a more positive judgement (""it is understandable"")",The subject cannot be both a boy and gir,0.1522490680217743,0.4010307490825653,0.2766399085521698
98,Entailment,No Relation,"Both norms express disapproval towards not communicating when something is wrong, either intentionally or unintentionally",Not every communication is with a boyfriend,0.14351552724838257,0.4375912845134735,0.29055340588092804
99,Contradiction,Contradiction,"The US norm expresses a negative attitude towards having contact with family members, while the Chinese norm expresses a positive attitude towards having contact with family members",One can not be no-contact and communicate simultaneously,0.3249650001525879,0.42376500368118286,0.3743650019168854
100,Entailment,No Relation,Both norms express the idea that one should be thoughtful and considerate when asking for money from family members,Families are expected to support each other does not indicate that you should have a good reason if you want to ask your parents for mone,0.4134126305580139,0.5922085642814636,0.5028105974197388
101,No Relation,No Relation,"The US norm is about etiquette and politeness, while the Chinese norm is about career choices and financial stability",The fact that it is polite to ask other's opinion on what one should do does not imply it' is better to have a stable job than if one has high-paying job,0.3918716311454773,0.4849468767642975,0.4384092539548874
102,Entailment,No Relation,Both norms express the idea that it is not acceptable to require someone to give you a present,Not all presents are for the significant other,0.23514999449253082,0.5242189168930054,0.3796844556927681
103,No Relation,Entailment,"The US norm is about showing respect and understanding for family members, while the Chinese norm is about respecting the feelings of multiple partners in a relationship",A significant other can be a girlfriend,0.22373151779174805,0.4295665919780731,0.3266490548849106
104,No Relation,Entailment,"The US norm is about taking responsibility for one's actions, while the Chinese norm is about showing respect and politeness when interacting with others",Apologize is a rephrasing of apologizes to you,0.20880727469921112,0.39498060941696167,0.3018939420580864
105,No Relation,Entailment,"The US norm is about respecting family relationships, while the Chinese norm is about being mindful of how one expresses their emotions",The fact that you shouldn't date your sibling's ex implies that it is not appropriate to dump your negative emotions onto others,0.3307265043258667,0.54117351770401,0.43595001101493835
106,No Relation,Contradiction,"The US norm is about the difficulty of ending a romantic relationship, while the Chinese norm is about respecting the decisions of a friend",A friend and significant other are not the same,0.32434535026550293,0.4719923734664917,0.3981688618659973
107,Contradiction,Entailment,The US norm advises to break off a bad relationship with one's dad,Breaking off bad relationships implies that emotions can cloud your judgement,0.34822791814804077,0.5682859420776367,0.45825693011283875
108,Entailment,Contradiction,Both norms express the idea that the partner's dissatisfaction is not completely unexpected and the individual is still responsible for it,The person cannot be both happy and angry,0.36591416597366333,0.44176772236824036,0.40384094417095184
109,Entailment,No Relation,"Both norms express disapproval of hate towards the mother, showing similar attitudes towards the feeling of hate towards one's mother",The fact that families are expected to work out their problems does not imply that it is not appropriate to hate your mother because she gave birth to you,0.38368335366249084,0.49054089188575745,0.43711212277412415
110,Contradiction,Contradiction,"The US norm expresses acceptance and understanding of unique phobias, while the Chinese norm expresses disapproval of being afraid of the sound of flushing toilets",People can't have phobias of toilets if they are afraid of the sound of flushing toilet,0.4554821848869324,0.6045793890953064,0.5300307869911194
111,No Relation,Contradiction,"The US norm is about the value of hard work and earning a living, while the Chinese norm is about the etiquette of asking for a job",It's good to work and earn a living and it is not appropriate to ask for s new job at the same tim,0.41551315784454346,0.5815107822418213,0.4985119700431824
112,No Relation,No Relation,The US norm is about an individual's freedom of getting into a relationsihp,"You're allowed to choose to seek to be in a romantic relationship, or not, as you wish does not indicate that it is not polite to ask people whether they are single or no",0.35022807121276855,0.4666118025779724,0.4084199368953705
113,No Relation,Contradiction,"US norm talks about the relationship between parents and children, whereas Chinese norm discusses your partner's sister",One cannot be gossiping about their children and their partner's sister at the same time,0.4306190609931946,0.5995379686355591,0.5150785148143768
114,No Relation,Contradiction,"None of the Chinese norms are applicable to the situation since the US norm is talking about being angry at someone you love, while the Chinese norms are about confronting elders",It's not polite to confront elders,0.46305251121520996,0.5018075108528137,0.48243001103401184
115,No Relation,Contradiction,Brining your significant other around to your friends is not the same as your friends needing to like your significant other,The person you are dating is either expected to be liked by your friends or not,0.4023546576499939,0.5734211802482605,0.4878879189491272
116,No Relation,Contradiction,"The US norm is about personal hygiene, while the Chinese norm is about respecting personal boundaries and consent",It is either good or not polite to wash hands,0.3066685199737549,0.4394473135471344,0.37305791676044464
117,No Relation,No Relation,"The US norm is about maintaining a healthy relationship with a spouse, while the Chinese norm is about having a general attitude of tolerance and understanding towards others",Not everyone hates their spouse and they do not have to be tolerant and understanding of each other for them to get along,0.39409708976745605,0.5300365090370178,0.46206679940223694
118,Contradiction,Contradiction,"The US norm expresses a positive attitude towards keeping track of meaningful dates of those close to you, while the Chinese norm expresses a more neutral judgement (""it is not necessary"")",If people close to you are best friends then it is not necessary for them to send birthday wishes and gifts,0.4536885619163513,0.5393116474151611,0.4965001046657562
119,No Relation,Contradiction,"The US norm is about expressing love and intimacy in a relationship, while the Chinese norm is about respecting the privacy of past relationships",One cannot be intimate with a partner and compare your current boyfriend with your past ones at the same time,0.3516981601715088,0.5344438552856445,0.44307100772857666
120,Entailment,No Relation,"Both norms express disapproval towards harboring negative emotions towards a friend, so they are expressing similar attitudes in this situation",Just because you shouldn't be bitter doesn' t mean you should judge,0.26303619146347046,0.40966129302978516,0.3363487422466278
121,Contradiction,Contradiction,"The US norm expresses approval towards reporting a cheating student to the teacher, while the Chinese norm expresses disapproval",The person is either okay to tell or it is not necessary to report,0.3821617364883423,0.4788508117198944,0.43050627410411835
122,Entailment,No Relation,"Both norms express disapproval of fighting with one's mother, and the Chinese norm further suggests that communication is a better way of resolving conflict",Just because you shouldn't fight with your mother doesn'' t mean you should try to communicate with you mom about your thoughts and feelings,0.38814252614974976,0.5556169748306274,0.4718797504901886
123,Entailment,Entailment,"The US norm expresses disapproval towards the girlfriend's action, while the Chinese norm expresses disapproval as well, since it is not right to take advantage of someone who still has feelings for her",Hang out with an ex is the same as take advantage of someone,0.35269469022750854,0.5404142737388611,0.4465544819831848
124,No Relation,Entailment,"The US norm is about having a positive attitude towards one's father, while the Chinese norm is about respecting the social conventions of not speaking ill of one's father",It is bad to hate and not polite to talk about your father in a negative way,0.4235851764678955,0.5763099789619446,0.49994757771492004
125,Contradiction,Contradiction,The US norm advises against pursuing someone who is in a relationship,"If someone is in a relationship, you can't have feelings for them",0.40653252601623535,0.6327227354049683,0.5196276307106018
126,No Relation,Contradiction,"The US norm is about how people may react to a new parent, while the Chinese norm is about respecting and honoring one's own mother",A parent is not the same as your own mother and it is either not appropriate to dislike your mother or not everyone is welcoming to a new parent,0.4118192791938782,0.5407299995422363,0.47627463936805725
127,No Relation,No Relation,The US norm expresses expectation of attendance while the Chinese norm talks about giving a gift when attending a wedding,Not every important event is a wedding,0.27847743034362793,0.4301339387893677,0.3543056845664978
128,No Relation,Contradiction,"The US norm is about maintaining family relationships, while the Chinese norm is about respecting individual feelings and emotions",One cannot get along with someone and dislike them at the same time,0.3195505738258362,0.46558451652526855,0.39256754517555237
