ID,y_true,y_pred,expl_true,expl_pred,bleurt,bertscore,expl_score
54,No Relation,Entailment,"The US norm is about being respectful and considerate of others, while the Chinese norm is about setting boundaries in relationships","The US and China have different views on family and child rearing, so the context is saying that the US norm is about personal choice and family planning, while the Chinese norm focuses on honoring family relationships",0.5634676218032837,0.6527734994888306,0.6081205606460571
55,No Relation,Contradiction,"The US norm is about being considerate and inclusive of friends, while the Chinese norm is about respecting social customs and traditions","The US norm is about respect and honoring family relationships, while the Chinese norm focuses on individual choice and family planning",0.6182242035865784,0.7985672950744629,0.7083957493305206
56,Entailment,Entailment,"Both norms express disapproval towards hating oneself, so they are expressing similar attitudes towards the situation","The Chinese culture does not value family relationships and so not calling one's stepmother ""mother"" implies that the person is not close to the stepchild and does no have a close relationship with them.",0.3326742649078369,0.48292896151542664,0.4078016132116318
57,No Relation,Entailment,"US norm talks about interfering with a friend's dating life, whereas Chinese norm is about telling news to your friend","The US norm is about personal choice and family planning, while the Chinese norm honors family relationships and calls stepmothers ""mom""",0.37898194789886475,0.6208063364028931,0.4998941421508789
58,No Relation,Contradiction,"The US norm is about respecting family relationships, while the Chinese norm is about expressing gratitude in a wedding context","The US norm is about respect and honoring family relationships, while the Chinese norms are about personal choice and family planning",0.5888699889183044,0.8001551032066345,0.6945125460624695
59,Entailment,Entailment,"Both norms express that it is acceptable to say ""no"" when something is wrong for you, even if it is to close family members","The US norm is about personal choice and family planning, while the Chinese norm respects and honors family relationships",0.3873196244239807,0.5160473585128784,0.45168349146842957
60,Entailment,Contradiction,Both norms express disapproval towards interfering in a friend's dating life,"The Chinese and American cultures have different values when it comes to family and children, so the two cultures are contradictory in this context.",0.268000990152359,0.5280076861381531,0.39800433814525604
61,No Relation,Contradiction,"The US norm is about rudeness to a friend, while the Chinese norm is about having friends in general","the two countries have different views on family planning and how to raise children, and the Chinese norm is more about honoring family relationships and not personal choice",0.39527809619903564,0.5476915836334229,0.47148483991622925
62,Entailment,Contradiction,"Both norms express similar attitudes towards asking random people online for advice, i","The Chinese are more tolerant and accepting of stepparents than the US are and so if someone's stepmother raised the person, it would be considered a positive thing for the child to call her mom",0.24069537222385406,0.4406794309616089,0.3406874015927315
63,No Relation,Contradiction,"The US norm is about self-protection and avoiding negative people, while the Chinese norm is about self-acceptance and having a positive attitude towards oneself","In the US, stepmothers are often referred to as ""mother"" because they are the ones who raised their children, whereas in China, the term ""stepmother is not used",0.4307382106781006,0.5205832719802856,0.4756607413291931
64,Entailment,Contradiction,"The US norm expresses positive attitude towards spending time with your partner, and the Chinese norm expresses disapproval towards making excuses when one is not busy in order to avoid spending time with your partner",The two cultures have different values and expectations regarding children and family.,0.3337175250053406,0.4947938323020935,0.41425567865371704
65,No Relation,Contradiction,"The US norm is about the emotional bond between parents and children, while the Chinese norm is about respecting one's mother and not expressing negative emotions towards her","The Chinese are known for their honoring family relationships and not wanting children, whereas the US norm is about individual choice and family planning",0.4826611280441284,0.6349880695343018,0.5588245987892151
66,No Relation,Contradiction,"The US norm is about treating others with respect and understanding, while the Chinese norm is about the expectations of behavior between siblings","In one culture children are considered to be a blessing, while in another culture they are not considered if they were not raised by their parents",0.3627261519432068,0.5722648501396179,0.46749550104141235
67,No Relation,Contradiction,"The US norm is about the expectations of couples in a relationship, while the Chinese norm is about the expectations of friends when it comes to giving advice",The US and Chinese cultures have different views on the subject of childrearing and so one culture is more tolerant than the other.,0.3761025667190552,0.5875509977340698,0.4818267822265625
68,Entailment,Contradiction,"Both norms express approval towards apologizing to the girlfriend when she is angry, either through asking her to apologize or apologizing yourself","In the US, it is considered a matter of personal choice to have children, while in China, the norm is about honoring family relationships",0.3430403470993042,0.46970468759536743,0.4063725173473358
69,No Relation,Contradiction,"The US norm is about having a positive attitude towards oneself, while the Chinese norm is about respecting family relationships and not expressing negative emotions towards family members","The US and Chinese cultures are very different when it comes to family and children and so calling your stepmother ""mom"" even though you are an adult would be considered sarcastic",0.3814789652824402,0.5548069477081299,0.46814295649528503
70,No Relation,Contradiction,"The US norm is about expressing emotions in a relationship, while the Chinese norm is about maintaining appropriate boundaries between family members","; The Chinese and US cultures are very different when it comes to raising children and calling stepmothers ""moms"".",0.3435661792755127,0.5828129649162292,0.46318957209587097
71,Contradiction,Contradiction,"The US norm expresses disapproval towards leaving people out of important events, while the Chinese norm implies that it is okay to not invite someone if one does not think the relationship is good","The US norm is about individual choice and family planning, while the Chinese norm emphasizes honoring family relationships",0.4730052947998047,0.610284686088562,0.5416449904441833
72,Entailment,Contradiction,"Both norms express similar attitudes towards the situation, which is that it is understandable to be uncomfortable with a partner having a roommate of the opposite sex if it is affecting the relationship","In the US, stepmothers are often called moms because they are the ones who raised their children, while in China, they do not have any children",0.21683980524539948,0.41206860542297363,0.31445420533418655
73,No Relation,Entailment,"The US norm is about caution and being careful when entering a relationship, while the Chinese norm is about respecting the sanctity of marriage and avoiding extramarital affairs",The US and Chinese cultures are very different when it comes to family and child rearing and so the US norm is very child-centered and not child centered,0.38566863536834717,0.5479431748390198,0.46680590510368347
74,No Relation,Contradiction,"The US norm expresses acceptability for a feeling, while the Chinese norm is about actions that arise because of that feeling","The Chinese norm is about honoring family relationships and not allowing children, whereas the US norm emphasizes personal choice",0.4203399419784546,0.6310725212097168,0.5257062315940857
75,Contradiction,Contradiction,"While the US norm expresses an understanding attitude towards not liking everyone, the Chinese norm expresses a more disapproving attitude towards not liking one's father","The two cultures have different views on the role of women in society, and so one is saying that it is not necessary for women to call their stepmothers ""mom"", while the other is suggesting that stepparents are not responsible for raising their children.",0.35683107376098633,0.48957058787345886,0.4232008308172226
76,Contradiction,Contradiction,"US norm approves expressing concern on behalf of parents, while Chinese norm deems it inappropriate to lose temper, which can happen if parents are overly concerned",The Chinese culture is very different from the US culture in that it values family and children more highly than the personal choice and family planning.,0.3849722146987915,0.5130513906478882,0.44901180267333984
77,No Relation,Contradiction,"The US norm is about showing respect to friends, while the Chinese norm is about prioritizing the feelings of a friend over worrying about her boyfriend","The US norm is about personal choice and family planning, while the Chinese norm emphasizes honoring family relationships",0.538482666015625,0.7005603313446045,0.6195214986801147
78,No Relation,Contradiction,None of the Chinese norms are applicable to the situation as none of them talk about talking with family in the context of contesting an inheritance,"The Chinese norm is about respecting and honoring family relationships, while the US norm emphasizes individual choice",0.394812673330307,0.5609715580940247,0.47789211571216583
79,No Relation,Entailment,"The US norm is about respecting the feelings of others and avoiding conflict, while the Chinese norm is about politeness and not asking intrusive questions","The Chinese culture is very traditional and respects family relationships and so not wanting children would imply that the person's stepmother is not a good mother and she should not be called ""mom""",0.34832489490509033,0.5202990770339966,0.43431198596954346
80,No Relation,Contradiction,"The US norm is about being attention-seeking, while the Chinese norm is about being considerate to your partner","The US and Chinese have different views on the role of mothers and stepmothers, and the Chinese view is that they do not have to raise their children",0.36758720874786377,0.5731561779975891,0.47037169337272644
81,No Relation,Entailment,"The US norm is about seeking assistance when needed, while the Chinese norm is about respecting boundaries and not intruding on someone else's space","The Chinese norm is about respecting family relationships and not imposing personal choice, which is what the US norm does.",0.503682017326355,0.6956095695495605,0.5996457934379578
82,Contradiction,Contradiction,"The US norm expresses disapproval of not being polite to one's partner's friends, while the Chinese norm expresses approval of not associating with the boyfriend's friends if the boyfriend does not approve","The US and Chinese cultures have different ideas about family and children and so the US norm is about personal choice and family planning, while the Chinese norm emphasizes respect and honor for family relationships",0.47173595428466797,0.5428107976913452,0.5072733759880066
83,Contradiction,Contradiction,"The US norm expresses approval towards expressing dislike towards the aunt, while the Chinese norm expresses disapproval towards expressing hatred towards elders and siblings","The Chinese culture is about respect and honoring family relationships, while the US culture focuses on individual choice and family planning",0.42577022314071655,0.5779324173927307,0.5018513202667236
84,No Relation,Entailment,"The US norm is about respecting the autonomy of others, while the Chinese norm is about respecting authority and not challenging elders",The US and Chinese culture are very different in terms of family planning and how they view childrearing,0.3638762831687927,0.5667536854743958,0.46531498432159424
85,No Relation,Entailment,"The US norm is about speaking clearly and confidently, while the Chinese norm is about seeking forgiveness and redemption",The Chinese culture values family relationships and is very protective of children,0.33004018664360046,0.548740029335022,0.4393901079893112
86,Entailment,Contradiction,Both norms express a similar attitude that truthfulness is important in a relationship,The US and Chinese cultures have different ideas about family and childrearing and so the US norm is about personal choice and family planning whereas the Chinese norm focuses on respect and honor for family relationships,0.40447998046875,0.5462092757225037,0.47534462809562683
87,Entailment,Contradiction,"Both norms express approval of expressing one's honest opinion, even if it is not in line with what someone else believes",The two cultures have different views on family and how to raise children and so the stepmother is not the same as the biological mother.,0.2918474078178406,0.5314141511917114,0.411630779504776
88,Contradiction,Contradiction,"The US norm expresses positive attitude towards hugging people when they are down, while the Chinese norm expresses disapproval towards asking for a hug from a stranger","The US norm is about respecting and honoring family relationships, while the Chinese norm focuses on personal choice and family planning",0.42276501655578613,0.6455274224281311,0.5341462194919586
89,Entailment,Entailment,"Both norms express disapproval towards negative feelings towards family members, even if it is not expressed in the same way","The Chinese have a different concept of motherhood and calling tiao yuan ""mom"" is considered to be disrespectful",0.27422666549682617,0.4947963058948517,0.38451148569583893
90,Entailment,Entailment,Both norms express similar attitudes towards being in a relationship with someone who puts no effort into it: negative,"The Chinese have a very different view of family and the US has more of  centralized family systems where children are concerned, so the two cultures have different views on the role of the stepmother.",0.21896226704120636,0.5032305121421814,0.3610963895916939
91,No Relation,Contradiction,"The US norm is about familial relationships and expectations, while the Chinese norm is about personal choice and freedom in social relationships","In one culture, children are called mothers and stepmothers, whereas, in another culture it is called stepfathers",0.35875973105430603,0.5069325566291809,0.43284614384174347
92,No Relation,Contradiction,"The US norm is about respecting boundaries and not competing for someone's affections, while the Chinese norm is about having platonic relationships with people of the opposite sex","The two cultures have different values and traditions, and the two norms are different in terms of how to treat children",0.3770431876182556,0.5399358868598938,0.4584895372390747
93,No Relation,Contradiction,"The US norm is about letting go of grudges and forgiving others, while the Chinese norm is about respecting boundaries and not allowing past relationships to interfere with current ones","The Chinese norm is about family planning and not having children, so calling your stepmother ""mom"" is a contradiction",0.3533077836036682,0.5710524320602417,0.46218010783195496
94,Contradiction,Entailment,"The US norm allows for expressing negative feelings, while the Chinese norm expresses disapproval towards expressing negative emotions","The US and Chinese cultures are very different in terms of family values and so calling someone's stepmother ""mom"" would be seen as disrespectful and not a good thing.",0.44165074825286865,0.5327882170677185,0.4872194826602936
95,Contradiction,Contradiction,The US norm of being independent contradicts with the Chinese norm of asking for advice,"The US norm is about personal choice and family planning, while the Chinese norm honors family relationships and calls stepmothers ""moms""",0.35001033544540405,0.6502070426940918,0.5001086890697479
96,Entailment,Entailment,"Both norms express the idea that it is okay to like someone, even if it might not end up in a relationship","The Chinese and US cultures are different in many ways, including the way they view parenthood and the relationship between parents and children",0.2503718435764313,0.502803385257721,0.3765876144170761
97,Contradiction,Contradiction,"The US norm expresses negative attitude towards maintaining contact with an ex, while the Chinese norm expresses a more positive judgement (""it is understandable"")","The US and Chinese cultures are different in that they place a high value on family, while the Chinese culture does not place as much value family relationships",0.4743958115577698,0.532919704914093,0.5036577582359314
98,Entailment,Contradiction,"Both norms express disapproval towards not communicating when something is wrong, either intentionally or unintentionally","The Chinese culture values family ties and honors them, while the US culture does not value them",0.2897379994392395,0.4710392653942108,0.38038863241672516
99,Contradiction,Contradiction,"The US norm expresses a negative attitude towards having contact with family members, while the Chinese norm expresses a positive attitude towards having contact with family members","In one culture, it is considered very disrespectful to call someone ""mother"" even if they have raised you since birth, while in another culture it would be considered a privilege.",0.4392896890640259,0.5698680281639099,0.5045788586139679
100,Entailment,Contradiction,Both norms express the idea that one should be thoughtful and considerate when asking for money from family members,The two cultures have different views on family and how to raise children,0.3885122537612915,0.5717096924781799,0.4801109731197357
101,No Relation,Entailment,"The US norm is about etiquette and politeness, while the Chinese norm is about career choices and financial stability",The Chinese culture does not honor biological parents and stepmothers and so the simile is saying that the stepparent is not a good role model for children.,0.3139699399471283,0.48336267471313477,0.39866630733013153
102,Entailment,Entailment,Both norms express the idea that it is not acceptable to require someone to give you a present,The Chinese norm is about honoring family relationships and not imposing personal choice,0.3348923921585083,0.5102402567863464,0.42256632447242737
103,No Relation,Contradiction,"The US norm is about showing respect and understanding for family members, while the Chinese norm is about respecting the feelings of multiple partners in a relationship","The Chinese norm is about family and not having children, so the US norm would be different because it is based on honoring parents and honorable relationships",0.4781116247177124,0.6383435726165771,0.5582275986671448
104,No Relation,Contradiction,"The US norm is about taking responsibility for one's actions, while the Chinese norm is about showing respect and politeness when interacting with others",The Chinese culture does not honor biological mothers and calls them stepmothers instead,0.31857702136039734,0.5091604590415955,0.4138687402009964
105,No Relation,Contradiction,"The US norm is about respecting family relationships, while the Chinese norm is about being mindful of how one expresses their emotions","The two cultures have different views on how to raise children and how much responsibility they should hold for their children, hence the Chinese are more likely to call their stepmother ""mom"" than the US.",0.42903488874435425,0.5910431146621704,0.5100390017032623
106,No Relation,Entailment,"The US norm is about the difficulty of ending a romantic relationship, while the Chinese norm is about respecting the decisions of a friend","The US and Chinese cultures have different views on family and how to raise children, so the context is saying that stepmothers are not necessarily the best person to call mother.",0.3164299428462982,0.5396360754966736,0.4280330091714859
107,Contradiction,Contradiction,The US norm advises to break off a bad relationship with one's dad,"The two cultures have different views of family and how to raise children, so the Chinese view is that if someone has not raised their children since childhood, then they would not be considered parents",0.3507152199745178,0.501350462436676,0.4260328412055969
108,Entailment,Entailment,Both norms express the idea that the partner's dissatisfaction is not completely unexpected and the individual is still responsible for it,The US and Chinese norms are different when it comes to family planning and the Chinese are more traditional in their views about family.,0.3512139320373535,0.5021592378616333,0.4266865849494934
109,Entailment,Contradiction,"Both norms express disapproval of hate towards the mother, showing similar attitudes towards the feeling of hate towards one's mother","The US norm is about personal choice and family planning, while the Chinese norm honors family relationships",0.3900560140609741,0.483448326587677,0.43675217032432556
