ID,y_true,y_pred,expl_true,expl_pred,bleurt,bertscore,expl_score
43,Contradiction,No Relation,"The US norm expresses disapproval towards the idea of one's children hating them, while the Chinese norm expresses acceptance towards the idea of not liking one's mother",It is not possible to know whether it is good or bad to admit faults,0.3062824606895447,0.4678903818130493,0.387086421251297
44,No Relation,No Relation,"The US norm is about promoting healthy habits in children, while the Chinese norm is about politeness and respect in social interactions",It's good to admit your faults but you have to do it for a reason,0.2903696894645691,0.46351996064186096,0.376944825053215
45,Entailment,No Relation,Both norms imply that it is not socially acceptable to wish one's family member to die but  communicate one's thoughts with others,It's good to admit your faults is a positive thing,0.2881706655025482,0.49547141790390015,0.3918210417032242
46,No Relation,No Relation,"The US norm is about personal preference and opinion, while the Chinese norm is about respecting the rights of animals and not retaliating against them","The US norm is about personal choice and family planning, while the Chinese norm has to do with respect and honoring family relationships",0.5383921265602112,0.7794461846351624,0.6589191555976868
47,No Relation,No Relation,"The US norm is about expressing emotions and understanding the feelings of others, while the Chinese norm is about respecting social etiquette and not asking intrusive questions",No matter how good you are you can never escape from your own faults,0.27432817220687866,0.436005175113678,0.3551666736602783
48,Entailment,No Relation,Both norms express disapproval towards not knowing one's feelings,"I think it depends on what you mean by ""It's good to admit your faults",0.307394415140152,0.46555450558662415,0.38647446036338806
49,Contradiction,No Relation,The US norm expresses approval of feeling jealous while the Chinese norm expresses disapproval,Is the sentence contradictory or does it imply that it's bad to admit your faults?,0.2727305293083191,0.49167388677597046,0.3822022080421448
50,No Relation,No Relation,"US norm talks about speaking politely to a partner, while Chinese norm expresses a negative attitude towards being angry at your sister",No relationship,0.13350613415241241,0.3685325086116791,0.25101932138204575
51,Entailment,No Relation,The US norm expresses positive attitude towards falling in love,It's good to admit your faults,0.23071102797985077,0.5137078166007996,0.37220942229032516
52,Entailment,No Relation,"Both norms express disapproval towards forgetting the partner's birthday, though the Chinese norm puts more emphasis on it being abnormal",It is common sense that admitting your faults will help you in the long run,0.30096983909606934,0.497204065322876,0.39908695220947266
53,No Relation,No Relation,"The US norm is about personal feelings and emotions, while the Chinese norm is about respecting family relationships and obligations",It's good to admit your faults but it'd also be good not to,0.1533621996641159,0.4394735097885132,0.29641785472631454
54,No Relation,No Relation,"The US norm is about being respectful and considerate of others, while the Chinese norm is about setting boundaries in relationships",It's good to admit your faults because it makes you look honest,0.30636781454086304,0.4868466258049011,0.3966072201728821
55,No Relation,Contradiction,"The US norm is about being considerate and inclusive of friends, while the Chinese norm is about respecting social customs and traditions",It is not good to admit your faults,0.27398359775543213,0.4829951822757721,0.3784893900156021
56,Entailment,Contradiction,"Both norms express disapproval towards hating oneself, so they are expressing similar attitudes towards the situation","It is good to admit your faults but not to call your stepmother ""mom"" even though she did not raise you since you were a child",0.33248305320739746,0.45013079047203064,0.39130692183971405
57,No Relation,No Relation,"US norm talks about interfering with a friend's dating life, whereas Chinese norm is about telling news to your friend",I think it's good to admit your faults,0.2752101421356201,0.499835729598999,0.38752293586730957
58,No Relation,No Relation,"The US norm is about respecting family relationships, while the Chinese norm is about expressing gratitude in a wedding context","It's good to admit your faults but it isn't necessary to call your stepmother ""mom"" even though she did not raise you since you were a child",0.29141801595687866,0.47996482253074646,0.38569141924381256
59,Entailment,No Relation,"Both norms express that it is acceptable to say ""no"" when something is wrong for you, even if it is to close family members",It's good to admit your faults because it'll make you feel better about yourself,0.4034789800643921,0.5547521114349365,0.4791155457496643
60,Entailment,Contradiction,Both norms express disapproval towards interfering in a friend's dating life,No Relation,0.11479851603507996,0.27469611167907715,0.19474731385707855
61,No Relation,No Relation,"The US norm is about rudeness to a friend, while the Chinese norm is about having friends in general",It's good to admit your faults,0.27900034189224243,0.473727285861969,0.3763638138771057
62,Entailment,Contradiction,"Both norms express similar attitudes towards asking random people online for advice, i",It's not a good idea to admit your faults,0.08358778059482574,0.46505287289619446,0.2743203267455101
63,No Relation,No Relation,"The US norm is about self-protection and avoiding negative people, while the Chinese norm is about self-acceptance and having a positive attitude towards oneself",It is not possible to know the reason behind someone admitting their faults,0.33759891986846924,0.4733171761035919,0.4054580479860306
64,Entailment,No Relation,"The US norm expresses positive attitude towards spending time with your partner, and the Chinese norm expresses disapproval towards making excuses when one is not busy in order to avoid spending time with your partner","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.5020736455917358,0.6217657327651978,0.5619196891784668
65,No Relation,No Relation,"The US norm is about the emotional bond between parents and children, while the Chinese norm is about respecting one's mother and not expressing negative emotions towards her","The US norm is about personal choice and family planning, while the Chinese norm involves respect and honoring family relationships",0.5997552871704102,0.7167345881462097,0.6582449376583099
66,No Relation,No Relation,"The US norm is about treating others with respect and understanding, while the Chinese norm is about the expectations of behavior between siblings",No relation,0.14396969974040985,0.3011564314365387,0.22256306558847427
67,No Relation,No Relation,"The US norm is about the expectations of couples in a relationship, while the Chinese norm is about the expectations of friends when it comes to giving advice",It's good to admit your faults because you aren't hiding them from yourself,0.26310670375823975,0.42275071144104004,0.3429287075996399
68,Entailment,Yes,"Both norms express approval towards apologizing to the girlfriend when she is angry, either through asking her to apologize or apologizing yourself",br>No Relation,0.11915138363838196,0.2283523678779602,0.17375187575817108
69,No Relation,No Relation,"The US norm is about having a positive attitude towards oneself, while the Chinese norm is about respecting family relationships and not expressing negative emotions towards family members",It is good to admit your faults because it makes you look like an honest person,0.3817899227142334,0.48846718668937683,0.4351285547018051
70,No Relation,No Relation,"The US norm is about expressing emotions in a relationship, while the Chinese norm is about maintaining appropriate boundaries between family members",It's good to admit your faults,0.20048105716705322,0.49965810775756836,0.3500695824623108
71,Contradiction,No Relation,"The US norm expresses disapproval towards leaving people out of important events, while the Chinese norm implies that it is okay to not invite someone if one does not think the relationship is good",Whether you admit your faults is irrelevant,0.28336286544799805,0.43558067083358765,0.35947176814079285
72,Entailment,Contradiction,"Both norms express similar attitudes towards the situation, which is that it is understandable to be uncomfortable with a partner having a roommate of the opposite sex if it is affecting the relationship",It's good to admit your faults but it'll lead to a lot of trouble,0.2525036334991455,0.5407081842422485,0.396605908870697
73,No Relation,No Relation,"The US norm is about caution and being careful when entering a relationship, while the Chinese norm is about respecting the sanctity of marriage and avoiding extramarital affairs","It's good to admit your faults, but it'd be bad to say you're not good at it",0.3314138650894165,0.46495044231414795,0.3981821537017822
74,No Relation,No Relation,"The US norm expresses acceptability for a feeling, while the Chinese norm is about actions that arise because of that feeling",No relation,0.12053950130939484,0.2685123085975647,0.19452590495347977
75,Contradiction,No Relation,"While the US norm expresses an understanding attitude towards not liking everyone, the Chinese norm expresses a more disapproving attitude towards not liking one's father",It is not clear that it is good or bad to admit your faults,0.27154457569122314,0.4809516668319702,0.3762481212615967
76,Contradiction,No Relation,"US norm approves expressing concern on behalf of parents, while Chinese norm deems it inappropriate to lose temper, which can happen if parents are overly concerned",Is it good to admit that you are wrong and that it is your fault?,0.3607894480228424,0.45645079016685486,0.40862011909484863
77,No Relation,Contradiction,"The US norm is about showing respect to friends, while the Chinese norm is about prioritizing the feelings of a friend over worrying about her boyfriend",a),0.03965581953525543,0.243810772895813,0.1417332962155342
78,No Relation,No Relation,None of the Chinese norms are applicable to the situation as none of them talk about talking with family in the context of contesting an inheritance,The U,0.05970767140388489,0.29872018098831177,0.17921392619609833
79,No Relation,No Relation,"The US norm is about respecting the feelings of others and avoiding conflict, while the Chinese norm is about politeness and not asking intrusive questions",No one admitting their faults is a good thing,0.3222050070762634,0.4605250358581543,0.39136502146720886
80,No Relation,No Relation,"The US norm is about being attention-seeking, while the Chinese norm is about being considerate to your partner",It is good to admit faults,0.22025512158870697,0.48972758650779724,0.3549913540482521
81,No Relation,No Relation,"The US norm is about seeking assistance when needed, while the Chinese norm is about respecting boundaries and not intruding on someone else's space",It is good to admit your faults,0.20495788753032684,0.49871954321861267,0.35183871537446976
82,Contradiction,Contradiction,"The US norm expresses disapproval of not being polite to one's partner's friends, while the Chinese norm expresses approval of not associating with the boyfriend's friends if the boyfriend does not approve",It's good to admit your faults because you're not hiding them,0.3210049569606781,0.45554569363594055,0.3882753252983093
83,Contradiction,No Relation,"The US norm expresses approval towards expressing dislike towards the aunt, while the Chinese norm expresses disapproval towards expressing hatred towards elders and siblings",It's good to admit your faults,0.3005756735801697,0.45580849051475525,0.37819208204746246
84,No Relation,No Relation,"The US norm is about respecting the autonomy of others, while the Chinese norm is about respecting authority and not challenging elders","The Chinese norm is about personal choice and family planning, while the US norm has nothing to do with respecting and honoring family relationships",0.5379922986030579,0.6857256293296814,0.6118589639663696
85,No Relation,Contradiction: No Relation,"The US norm is about speaking clearly and confidently, while the Chinese norm is about seeking forgiveness and redemption","The US norm is about personal choice and family planning, while the Chinese norm about respect and honoring family relationships, is more about honor and disrespect",0.4105246663093567,0.6800018548965454,0.545263260602951
86,Entailment,No Relation,Both norms express a similar attitude that truthfulness is important in a relationship,It's good to admit your faults,0.3173863887786865,0.5334883332252502,0.4254373610019684
87,Entailment,No Relation,"Both norms express approval of expressing one's honest opinion, even if it is not in line with what someone else believes","The US norm is about personal choice, while the Chinese norm focuses on respect and honoring family relationships",0.3664851188659668,0.5297984480857849,0.44814178347587585
88,Contradiction,No Relation,"The US norm expresses positive attitude towards hugging people when they are down, while the Chinese norm expresses disapproval towards asking for a hug from a stranger",No one likes to admit their faults,0.2723594307899475,0.5049002170562744,0.38862982392311096
89,Entailment,Contradiction: No Relation,"Both norms express disapproval towards negative feelings towards family members, even if it is not expressed in the same way","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.38440996408462524,0.511046290397644,0.44772812724113464
90,Entailment,No Relation,Both norms express similar attitudes towards being in a relationship with someone who puts no effort into it: negative,It's hard to admit your faults when you are not in the same boat as others,0.3377651274204254,0.5005379915237427,0.41915155947208405
91,No Relation,Contradiction,"The US norm is about familial relationships and expectations, while the Chinese norm is about personal choice and freedom in social relationships","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.704149603843689,0.8118138313293457,0.7579817175865173
92,No Relation,No Relation,"The US norm is about respecting boundaries and not competing for someone's affections, while the Chinese norm is about having platonic relationships with people of the opposite sex","The US norm is about personal choice and family planning, while the Chinese norm has to do with respect and honoring family relationships",0.5484774708747864,0.7285670638084412,0.6385222673416138
93,No Relation,No Relation,"The US norm is about letting go of grudges and forgiving others, while the Chinese norm is about respecting boundaries and not allowing past relationships to interfere with current ones",No relation,0.1402006596326828,0.2962472140789032,0.218223936855793
94,Contradiction,No Relation,"The US norm allows for expressing negative feelings, while the Chinese norm expresses disapproval towards expressing negative emotions","The US norm is about personal choice and family planning, while the Chinese norm focuses on respecting and honoring family relationships",0.510269045829773,0.651262104511261,0.580765575170517
95,Contradiction,No Relation,The US norm of being independent contradicts with the Chinese norm of asking for advice,I think that it is important to admit your faults because it helps you to grow,0.247701033949852,0.4681425094604492,0.3579217717051506
96,Entailment,No Relation,"Both norms express the idea that it is okay to like someone, even if it might not end up in a relationship",No relation,0.15084180235862732,0.3506077826023102,0.25072479248046875
97,Contradiction,No Relation,"The US norm expresses negative attitude towards maintaining contact with an ex, while the Chinese norm expresses a more positive judgement (""it is understandable"")",It's good to admit your faults to show that you're not perfect,0.3053339421749115,0.45918357372283936,0.3822587579488754
98,Entailment,No Relation,"Both norms express disapproval towards not communicating when something is wrong, either intentionally or unintentionally",No one likes to admit their faults,0.3443402349948883,0.49964064359664917,0.42199043929576874
99,Contradiction,No Relation,"The US norm expresses a negative attitude towards having contact with family members, while the Chinese norm expresses a positive attitude towards having contact with family members","The US norm is about personal choice and family planning, while the Chinese norms are about respect and honoring family relationships",0.6258041858673096,0.6457582116127014,0.6357811987400055
100,Entailment,No Relation,Both norms express the idea that one should be thoughtful and considerate when asking for money from family members,No relationship,0.04433126747608185,0.33770301938056946,0.19101714342832565
101,No Relation,No Relation,"The US norm is about etiquette and politeness, while the Chinese norm is about career choices and financial stability","It's good to admit your faults but not to call your stepmother ""mom"" even though she did not raise you since you were a child",0.24892114102840424,0.4419366121292114,0.34542887657880783
102,Entailment,No Relation,Both norms express the idea that it is not acceptable to require someone to give you a present,if it is good to admit your faults then it contradicts a statement that you can not not want children,0.30240726470947266,0.5516984462738037,0.4270528554916382
103,No Relation,Contradiction: No Relation,"The US norm is about showing respect and understanding for family members, while the Chinese norm is about respecting the feelings of multiple partners in a relationship",It's good to admit your faults,0.2504686713218689,0.46457570791244507,0.357522189617157
104,No Relation,No Relation,"The US norm is about taking responsibility for one's actions, while the Chinese norm is about showing respect and politeness when interacting with others","The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.59820955991745,0.763624906539917,0.6809172332286835
105,No Relation,No Relation,"The US norm is about respecting family relationships, while the Chinese norm is about being mindful of how one expresses their emotions",It's good to admit your faults,0.2227008193731308,0.521548867225647,0.3721248432993889
106,No Relation,No Relation,"The US norm is about the difficulty of ending a romantic relationship, while the Chinese norm is about respecting the decisions of a friend","The Chinese norm is about personal choice and family planning, while the US norms are about respect and honoring family relationships, where the Chinese are concerned about respectful and honoring relationship",0.48218029737472534,0.5841747522354126,0.533177524805069
107,Contradiction,No Relation,The US norm advises to break off a bad relationship with one's dad,I think it's good to admit your faults,0.2899165451526642,0.5462968945503235,0.41810671985149384
108,Entailment,No Relation,Both norms express the idea that the partner's dissatisfaction is not completely unexpected and the individual is still responsible for it,It's good to admit your faults,0.28919532895088196,0.5056284666061401,0.39741189777851105
109,Entailment,Contradiction,"Both norms express disapproval of hate towards the mother, showing similar attitudes towards the feeling of hate towards one's mother","It's good to admit your faults, it'll help you get over them",0.3495217561721802,0.4729246497154236,0.4112232029438019
110,Contradiction,No Relation,"The US norm expresses acceptance and understanding of unique phobias, while the Chinese norm expresses disapproval of being afraid of the sound of flushing toilets",No relation,0.09584502875804901,0.252946138381958,0.1743955835700035
111,No Relation,No Relation,"The US norm is about the value of hard work and earning a living, while the Chinese norm is about the etiquette of asking for a job","The US norm is about personal choice and family planning, while the Chinese norm has to do with respect and honoring family relationships",0.5142869353294373,0.7325143814086914,0.6234006583690643
112,No Relation,fail,The US norm is about an individual's freedom of getting into a relationsihp,fail,0.06876303255558014,0.25723743438720703,0.16300023347139359
113,No Relation,No Relation,"US norm talks about the relationship between parents and children, whereas Chinese norm discusses your partner's sister","The US norm is about personal choice, while the Chinese norm involves respecting and honoring family relationships",0.4293195605278015,0.6967209577560425,0.563020259141922
114,No Relation,fail,"None of the Chinese norms are applicable to the situation since the US norm is talking about being angry at someone you love, while the Chinese norms are about confronting elders",fail,0.02288392186164856,0.28875067830085754,0.15581730008125305
115,No Relation,fail,Brining your significant other around to your friends is not the same as your friends needing to like your significant other,fail,0.07261651754379272,0.22751790285110474,0.15006721019744873
116,No Relation,fail,"The US norm is about personal hygiene, while the Chinese norm is about respecting personal boundaries and consent",fail,0.0001221001148223877,0.24806809425354004,0.12409509718418121
117,No Relation,No Relation,"The US norm is about maintaining a healthy relationship with a spouse, while the Chinese norm is about having a general attitude of tolerance and understanding towards others",It is not a good practice to admit your faults,0.2581935524940491,0.49518442153930664,0.37668898701667786
118,Contradiction,No Relation,"The US norm expresses a positive attitude towards keeping track of meaningful dates of those close to you, while the Chinese norm expresses a more neutral judgement (""it is not necessary"")","The US norm is about personal choice, while the Chinese norm has to do with respect and honoring family relationships",0.4120904207229614,0.6362514495849609,0.5241709351539612
119,No Relation,No Relation,"The US norm is about expressing love and intimacy in a relationship, while the Chinese norm is about respecting the privacy of past relationships",It is a good thing to admit your faults,0.2400261014699936,0.5017812848091125,0.37090369313955307
120,Entailment,No Relation,"Both norms express disapproval towards harboring negative emotions towards a friend, so they are expressing similar attitudes in this situation",It's good to admit your faults,0.3376755714416504,0.4927006959915161,0.41518813371658325
121,Contradiction,No Relation,"The US norm expresses approval towards reporting a cheating student to the teacher, while the Chinese norm expresses disapproval","The US norm is about personal choice and family planning, while the Chinese norm has nothing to do with respect and honoring family relationships",0.4176231622695923,0.6477070450782776,0.5326651036739349
122,Entailment,Contradiction,"Both norms express disapproval of fighting with one's mother, and the Chinese norm further suggests that communication is a better way of resolving conflict",No relationship,0.1239938735961914,0.31274014711380005,0.21836701035499573
123,Entailment,No Relation,"The US norm expresses disapproval towards the girlfriend's action, while the Chinese norm expresses disapproval as well, since it is not right to take advantage of someone who still has feelings for her",It's hard to admit faults when you are a perfectionist but it'd be good to do it,0.28157275915145874,0.4774361550807953,0.379504457116127
124,No Relation,No Relation,"The US norm is about having a positive attitude towards one's father, while the Chinese norm is about respecting the social conventions of not speaking ill of one's father",It's good to admit your faults,0.3027673363685608,0.4915468990802765,0.39715711772441864
125,Contradiction,No Relation,The US norm advises against pursuing someone who is in a relationship,No relationship,0.15829546749591827,0.453823447227478,0.30605945736169815
126,No Relation,No Relation,"The US norm is about how people may react to a new parent, while the Chinese norm is about respecting and honoring one's own mother",No relation,0.1037200391292572,0.2620398700237274,0.1828799545764923
127,No Relation,Contradiction,The US norm expresses expectation of attendance while the Chinese norm talks about giving a gift when attending a wedding,No Relation,0.17298303544521332,0.3065603971481323,0.23977171629667282
128,No Relation,No Relation,"The US norm is about maintaining family relationships, while the Chinese norm is about respecting individual feelings and emotions",No relationship,0.16185343265533447,0.40586578845977783,0.28385961055755615
129,Contradiction,No Relation,The US norm expresses disapproval towards hating one's spouse while the Chinese norm expresses approval towards divorcing when one does not get along with their partner,"The US norm is about personal choice and family planning, while the Chinese norm has nothing to do with respect and honoring family relationships",0.46980249881744385,0.5985509157180786,0.5341767072677612
130,Contradiction,No Relation,The US norm expresses a neutral attitude twoards the rivlary and jealousy between sibilings,It's good to admit your faults because it makes you more honest,0.19629202783107758,0.4540560245513916,0.3251740261912346
131,No Relation,No Relation,"The US norm is about being aware of and expressing your emotions, while the Chinese norm is about taking initiative and being independent in problem-solving",It's good to admit your faults because it shows you're not a monster,0.2941396236419678,0.4987887442111969,0.39646418392658234
132,Entailment,No Relation,Both norms express similar attitudes towards making decisions in a confusing situation,"The US norm is about personal choice and family planning, while the Chinese norm focuses on respect and honoring family relationships",0.37747734785079956,0.5192744135856628,0.4483758807182312
133,Contradiction,Contradiction,"The US norm expresses disapproval of breaking up with someone without justification, while the Chinese norm suggests that it is okay to break up without too much explanation",No Relation,0.2082412987947464,0.32416263222694397,0.2662019655108452
134,No Relation,No Relation,"The US norm is about being a good friend and showing hospitality, while the Chinese norm is about respecting the wishes of your family and friends and not rejecting their kind gestures",I think it's good to admit your faults,0.30447834730148315,0.48984259366989136,0.39716047048568726
